feature,gain,perm,shap,score,fold
VSA_EState7,8751.034304141998,0.0006118926065303842,0.0035937921882968596,0.6336414792626728,0
VSA_EState8,6654.969537258148,0.0006177812471253985,0.0027706241462471786,0.6036874930875575,0
VSA_EState9,2384.723679304123,0.0013201598963149652,0.005249751144521803,0.7396319769585254,0
FractionCSP3,12316.296902656555,0.10075927969723905,0.1345821114342872,0.9907843917050692,0
HeavyAtomCount,0.0,0.0,0.0,0.08525350000000001,0
NHOHCount,437.4773075580597,6.97287345965969e-06,0.0003911463712735305,0.2350234239631336,0
NOCount,107.04093980789185,5.2886985969446965e-05,0.00026279612092391897,0.2603688571428571,0
NumAliphaticCarbocycles,1041.053032875061,0.0010687357084757543,0.0033380870990335184,0.6820281474654377,0
NumAliphaticHeterocycles,1160.141095161438,0.000717906227822418,0.0063984680675050485,0.7050696451612902,0
NumAliphaticRings,362.7628812789917,0.0001281783684779658,0.0010381486728272063,0.37327224884792626,0
NumAmideBonds,2127.3445887565613,0.01192841547585997,0.02319055463497944,0.9285720552995392,0
NumAromaticCarbocycles,0.0,0.0,0.0,0.08525350000000001,0
NumAromaticHeterocycles,112.52739095687866,0.00010788404977644661,0.0007363753047685957,0.347926465437788,0
NumAromaticRings,158.7332625389099,0.0002288501577733304,0.0024709614192889987,0.4907836497695853,0
NumAtomStereoCenters,1189.2946736812592,0.00039046564569488184,0.002434957000010701,0.5184337050691243,0
NumBridgeheadAtoms,1005.7726712226868,0.0007572984379508651,0.002191799338613648,0.5990788341013825,0
NumHAcceptors,1255.2574994564056,0.0016866787305935382,0.008634377456184185,0.7926272580645162,0
NumHDonors,244.73485946655273,-3.251810749292372e-05,0.00017864069703916555,0.11290352534562212,0
NumHeteroatoms,49.48899984359741,-1.7565540439090644e-05,9.118878271330061e-05,0.09677433179723502,0
NumHeterocycles,694.7334990501404,0.0005506502711943029,0.004386532732750853,0.6313368387096775,0
NumRotatableBonds,1315.0977592468262,0.0006917047750275018,0.0024902783457495022,0.6036871797235023,0
NumSaturatedCarbocycles,796.8942484855652,0.002176959112074739,0.00704598008749544,0.7995396175115208,0
NumSaturatedHeterocycles,825.4790592193604,0.000854108996839581,0.003037795025493872,0.652074193548387,0
NumSaturatedRings,794.745059967041,0.002222178664432978,0.006981462499649897,0.7995396129032257,0
NumSpiroAtoms,302.0835976600647,9.3762810959247e-05,0.00047506597025418255,0.31797267741935487,0
Phi,1967.8948369026184,0.0006671204031080847,0.00237436577195447,0.5852540737327189,0
RingCount,0.0,0.0,0.0,0.08525350000000001,0
MolLogP,7906.738725185394,0.008763568688628593,0.025735040558491015,0.9262681797235023,0
MolMR,5417.335719347,0.00011687640890897243,0.002695410041716567,0.4746551612903226,0
fr_Al_COO,139.245210647583,1.871691751308413e-05,0.0001702246309706048,0.21659008294930876,0
fr_Al_OH,121.78427982330322,1.1832026433156173e-05,0.0001607082231054197,0.20046103686635944,0
fr_Al_OH_noTert,269.1721305847168,7.271560520689668e-05,0.0004440720640455451,0.3041477741935484,0
fr_ArN,34.82592034339905,-5.133649264132956e-07,3.2473296701526594e-05,0.08755772350230416,0
fr_Ar_COO,0.0,0.0,0.0,0.08525350000000001,0
fr_Ar_N,460.37973260879517,0.0004588234810981584,0.0030994227983087747,0.5783414147465438,0
fr_Ar_NH,331.9403233528137,0.00045366019629789476,0.0029134665010800286,0.5645164746543778,0
fr_Ar_OH,43.79691028594971,4.824124725077983e-06,3.16845237448092e-05,0.1474655668202765,0
fr_COO,0.0,0.0,0.0,0.08525350000000001,0
fr_C_O,25.45909023284912,-2.936890560967242e-07,3.048475179267344e-06,0.08294941935483871,0
fr_HOCCN,48.798280239105225,1.3239209372867266e-05,7.107415944193561e-05,0.1751153410138249,0
fr_Imine,236.49716901779175,9.806895758519008e-05,0.0003753848534500208,0.3087560460829493,0
fr_NH0,939.0281913280487,0.0004791048164747458,0.002478410028226191,0.5553000138248848,0
fr_NH1,388.0885479450226,7.234342052293009e-05,0.0009436612140743489,0.33410175115207374,0
fr_NH2,92.73450899124146,2.308926869393213e-06,0.00013677817567470433,0.17281124884792626,0
fr_Ndealkylation1,342.7443518638611,0.0005233665626564965,0.0016921701465837226,0.5184335345622119,0
fr_Ndealkylation2,420.5670394897461,0.0003648352008168543,0.002918125235518594,0.5460833225806452,0
fr_aldehyde,9716.65157175064,0.06566322157077902,0.07985423338835732,0.9815677695852534,0
fr_alkyl_carbamate,4.4227399826049805,-6.891346253090625e-08,4.060380853704643e-07,0.08525354377880183,0
fr_alkyl_halide,0.0,0.0,0.0,0.08525350000000001,0
fr_allylic_oxid,55.989540100097656,-1.0450754467522528e-05,4.477236781277272e-05,0.08525361290322579,0
fr_amidine,369.5473597049713,0.0004071952083224306,0.0009483614268857343,0.4285717926267281,0
fr_aniline,59.641448974609375,0.00011430488053894017,0.0003669604880823795,0.3087559262672811,0
fr_aryl_methyl,129.52696990966797,2.075624820037647e-05,0.000204033918793209,0.22811081566820277,0
fr_benzene,0.0,0.0,0.0,0.08525350000000001,0
fr_bicyclic,1905.2531206607819,0.0029164362745285055,0.006654817326167891,0.8018439308755761,0
fr_epoxide,1480.676600933075,0.00755499597710404,0.015384256381531783,0.905530529953917,0
fr_ester,251.62305974960327,0.0008644225589902355,0.0015320946223688187,0.5576039907834102,0
fr_ether,85.00260972976685,2.5929623450715587e-06,0.00015201989153853905,0.17972368202764977,0
fr_furan,238.46595931053162,3.378381828648691e-05,0.00033858220638406373,0.2557606589861751,0
fr_guanido,0.0,0.0,0.0,0.08525350000000001,0
fr_halogen,0.0,0.0,0.0,0.08525350000000001,0
fr_imidazole,117.78732943534851,2.9528825268521076e-06,0.00015489307026599582,0.184332,0
fr_imide,320.85870003700256,3.248483325702378e-05,0.0001182123380340536,0.21198190783410137,0
fr_ketone,9265.186566829681,0.04480425898771857,0.07158101176945836,0.9746553133640553,0
fr_ketone_Topliss,128.34061908721924,9.721103999842385e-05,0.0004992156725462387,0.3225808571428571,0
fr_lactam,244.5618405342102,0.0006784274508692789,0.0015389666333485731,0.5368666543778803,0
fr_lactone,58.02070951461792,-6.502891943444e-06,8.535897171863906e-05,0.10368679723502305,0
fr_methoxy,140.74969100952148,6.117155046536649e-06,0.00022031452406715956,0.2096776451612903,0
fr_morpholine,209.03974032402039,0.000338330794410574,0.001117196514474311,0.4262675529953917,0
fr_nitrile,144.72970914840698,0.00011973875292610181,0.00033852383342142597,0.30645184331797237,0
fr_nitro,0.0,0.0,0.0,0.08525350000000001,0
fr_nitro_arom,0.0,0.0,0.0,0.08525350000000001,0
fr_oxazole,220.0876007080078,0.0001411496885570851,0.000543435594693734,0.3502306958525346,0
fr_oxime,24.748950004577637,1.9143505957641692e-05,6.950885348986816e-05,0.18663605069124423,0
fr_para_hydroxylation,0.0,0.0,0.0,0.08525350000000001,0
fr_phenol,0.0,0.0,0.0,0.08525350000000001,0
fr_phenol_noOrthoHbond,0.0,0.0,0.0,0.08525350000000001,0
fr_piperdine,314.1134307384491,0.00013378935528857717,0.0006249327189095195,0.3571431935483871,0
fr_piperzine,284.04755997657776,0.0006990476004794411,0.0017860365115062306,0.5645164470046082,0
fr_priamide,55.21347999572754,-1.4205692161156636e-05,0.0001024130767990335,0.10368678801843317,0
fr_pyridine,478.2858784198761,0.0003862975561406745,0.0020533424254731477,0.500000405529954,0
fr_quatN,0.0,0.0,0.0,0.08525350000000001,0
fr_term_acetylene,40.88279914855957,-1.6323502440290795e-05,0.00014935375018406164,0.10829505529953917,0
fr_tetrazole,441.9455301761627,6.039697774152253e-05,0.00037532203389808387,0.2788022350230414,0
fr_unbrch_alkane,179.17237949371338,-3.9292483520880773e-05,0.00018166596855040583,0.1082951797235023,0
fr_urea,189.61642861366272,-3.885731655214886e-05,0.00022249944412804573,0.12442422119815669,0
cnt_C,180.41426992416382,4.5274888606211536e-05,0.00020667605794348707,0.24654403225806454,0
cnt_N,962.0982093811035,0.0024532290392591362,0.007654253917825385,0.8225811336405531,0
