number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
10,0.2446906289189462,2026-07-23 13:06:14.654669,2026-07-23 13:11:33.481111,0 days 00:05:18.826442,0.48504107396561036,0.018835836596148552,3,29.232445041372827,3000,0.01073440316586638,17.80999002561785,0.9808298872167172,COMPLETE
11,0.20525610473810657,2026-07-23 13:11:33.488230,2026-07-23 13:17:51.961021,0 days 00:06:18.472791,0.6965975661685975,0.037161770250703406,8,21.06830918009912,1700,3.7225470065520914,2.6342577863100973,0.889646309813638,COMPLETE
12,0.2042194764864227,2026-07-23 13:17:51.969588,2026-07-23 13:25:58.292231,0 days 00:08:06.322643,0.5481139438236674,0.03303627314793435,9,23.782628848431944,1700,3.8888066450755834,5.218041580456569,0.8986931054636732,COMPLETE
13,0.20813571373256834,2026-07-23 13:25:58.300966,2026-07-23 13:31:35.727872,0 days 00:05:37.426906,0.4879198217495598,0.025907874959640566,10,23.759154305451297,1100,2.982095394554106,9.876303659804476,0.8512074188684493,COMPLETE
14,0.20755495924880143,2026-07-23 13:31:35.737910,2026-07-23 13:43:25.981240,0 days 00:11:50.243330,0.5682306564584337,0.0738360008211771,9,24.648004336975315,2000,15.94666905463844,4.153109310456395,0.9936977847360258,COMPLETE
15,0.20844918550740474,2026-07-23 13:43:25.991172,2026-07-23 13:48:23.982006,0 days 00:04:57.990834,0.4640025880715876,0.025833148954405128,10,22.03442309568216,1100,1.1592832772670925,0.8028309317892899,0.8124915862842842,COMPLETE
16,0.2078811955648733,2026-07-23 13:48:23.992457,2026-07-23 13:56:13.456640,0 days 00:07:49.464183,0.5764551217583873,0.010981218499549488,11,18.063731867414486,1500,6.5355090891636936,4.346224251149409,0.9300982494015689,COMPLETE
17,0.20580891329202694,2026-07-23 13:56:13.463300,2026-07-23 14:01:51.961940,0 days 00:05:38.498640,0.36025404506039893,0.054269573416483106,9,27.147148167449714,2200,1.151940595804083,0.18553122610176184,0.7655361792682208,COMPLETE
18,0.20696371704861524,2026-07-23 14:01:51.968822,2026-07-23 14:04:50.947312,0 days 00:02:58.978490,0.7903841387213442,0.09361622896129392,11,6.678439362584722,900,0.06510936484235243,0.008379171542160094,0.9307191489220731,COMPLETE
19,0.20836576344348368,2026-07-23 14:04:50.953821,2026-07-23 14:08:35.699664,0 days 00:03:44.745843,0.6258316114125386,0.027359294921230484,8,14.504213751647256,1400,1.0878945890179177,2.0590898220017717,0.8306598111148329,COMPLETE
20,0.22233648177777904,2026-07-23 14:08:35.707186,2026-07-23 14:13:45.291154,0 days 00:05:09.583968,0.435095527039403,0.015356053454098854,5,20.948573105042314,2300,7.884453963949144,8.839162769814784,0.8934640287334401,COMPLETE
21,0.2049885231143679,2026-07-23 14:13:45.297939,2026-07-23 14:18:56.279894,0 days 00:05:10.981955,0.7658940889748136,0.04069906262403163,8,20.149191946686987,1700,3.5231429320145593,2.393256245046945,0.9146578152807365,COMPLETE
22,0.20570909843834215,2026-07-23 14:18:56.287588,2026-07-23 14:23:53.221012,0 days 00:04:56.933424,0.82703008581803,0.03210098198846061,9,24.308391888129716,1600,1.808534721268793,1.5349277944735642,0.9419378784322027,COMPLETE
23,0.20598538720195286,2026-07-23 14:23:53.227834,2026-07-23 14:30:36.353989,0 days 00:06:43.126155,0.6152166475406966,0.04852358030734037,7,21.018755929393244,2000,7.482376082984678,0.4379587897103265,0.8578175020433992,COMPLETE
24,0.2139153215721843,2026-07-23 14:30:36.361634,2026-07-23 14:33:21.391117,0 days 00:02:45.029483,0.5336730806954498,0.01992260797978009,9,18.751062929729553,800,0.5094892690025442,6.2404916046588035,0.9546259467586133,COMPLETE
25,0.20779896274582868,2026-07-23 14:33:21.398183,2026-07-23 14:37:12.148171,0 days 00:03:50.749988,0.7695749123546061,0.07527082339057321,7,15.293609100326652,1300,5.366560664180094,0.8337947095019044,0.7635367688745054,COMPLETE
26,0.20689817435755176,2026-07-23 14:37:12.154275,2026-07-23 14:44:22.767399,0 days 00:07:10.613124,0.7048751451975793,0.032691399664283464,10,26.509236785014586,1900,12.465671918712728,17.6501999563767,0.8973732252021063,COMPLETE
27,0.2108636012725003,2026-07-23 14:44:22.774742,2026-07-23 14:46:59.285489,0 days 00:02:36.510747,0.30439756994996264,0.04231332468946813,11,22.878746924091704,800,1.4654623202801058,2.7395006353487514,0.7912210148506544,COMPLETE
28,0.20410081003488414,2026-07-23 14:46:59.292919,2026-07-23 14:53:37.199916,0 days 00:06:37.906997,0.6329001462029953,0.06426683878955225,8,18.709653000515072,2600,2.5480628488395243,0.28488764692552415,0.8493540166971675,COMPLETE
29,0.2087905215545664,2026-07-23 14:53:37.206617,2026-07-23 14:59:51.028752,0 days 00:06:13.822135,0.5155651710786718,0.13550931111763476,12,16.897204237252385,2700,0.08261735127848716,0.2632012089533078,0.8430113109717536,COMPLETE
