cid,smiles,mw,homo,mol,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
558364,NNC(=O)N1CCCC1=O,143.14386,-10.116104506188,<rdkit.Chem.rdchem.Mol object at 0x1333fb060>,10.784166666666668,10.784166666666668,0.15004629629629607,-0.5115740740740737,0.2644097234419248,17.7,143.14600000000002,134.07399999999998,143.069476528,56,0,0.3376953075873168,-0.27545101941629324,0.3376953075873168,0.27545101941629324,1.7,2.4,2.8,16.188543175394585,10.380018110090695,2.246935125215951,-2.1034260899932704,2.0782797316834594,-2.433170388649313,5.9498974974678065,-0.12471571039354587,2.336851866139961,2.5488459045451375,168.27599848312957,7.560477932315068,5.462380789176953,5.462380789176953,4.753218857624055,3.0639181771687456,3.0639181771687456,2.098420028164323,2.098420028164323,1.4420436541936705,1.4420436541936705,0.9407783371560163,0.9407783371560163,-1.1,247.70629781083585,7.012359550561798,2.6560200550808557,1.0818836989324807,58.13595510303338,0.0,0.0,0.0,5.907179729351506,0.0,6.031114512338072,15.120238312032683,10.63720745433806,0.0,0.0,0.0,6.4208216229260096,12.965578028838586,0.0,9.589074368143644,11.938294241689578,0.0,10.325701127960862,5.842670270266239,12.841643245852019,6.544756405912575,0.0,0.0,0.0,11.268461667376624,4.794537184071822,0.0,0.0,23.38296037845263,4.794537184071822,0.0,12.841643245852019,0.0,0.0,0.0,0.0,75.43,6.031114512338072,9.589074368143644,0.0,5.907179729351506,12.965578028838586,11.320731353776488,0.0,0.0,5.425791397110385,0.0,5.842670270266239,0.0,0.0,22.58875,0.0,1.9034722222222222,4.670601851851853,-0.5115740740740737,1.1941203703703704,0.48796296296296315,0.0,0.6,10,3,5,0,1,1,3,0,0,0,0,0,3,2,5,1,0,0,1,1,0,0,1.862496759972991,1,-0.8079000000000001,33.6661,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580360,CC1=NN(CC1C)C(C)C,140.22604,-8.3661403336225,<rdkit.Chem.rdchem.Mol object at 0x1333fb0d0>,4.418981481481481,4.418981481481481,0.5554629629629628,0.5554629629629628,0.5412191588734482,25.9,140.23,124.10199999999998,140.131348512,58,0,0.044129292964850825,-0.2939683421952552,0.2939683421952552,0.044129292964850825,1.6,2.2,2.4,15.4839946917643,10.099608620237667,2.197077326907524,-2.179608331355809,2.1424446739245844,-2.2424656055021552,5.847579148667261,0.2431777448940757,2.132166089422902,2.564945781434364,149.33658100079685,7.723614639131599,7.256234510565715,7.256234510565715,4.6090609052806215,3.9270076861415313,3.9270076861415313,3.358216777938273,3.358216777938273,2.056375221104695,2.056375221104695,1.080977409056381,1.080977409056381,-0.53,187.6306158692154,7.575596620908132,2.6048902039176394,1.306617696156082,62.913306851375026,0.0,0.0,0.0,0.0,0.0,0.0,5.008912523954531,0.0,5.101407525739722,0.0,6.923737199690624,20.771211599071872,24.216188283992633,0.0,0.0,5.711685002770702,0.0,5.008912523954531,11.019313571901115,33.736789627910454,6.544756405912575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.30719476178577,0.0,5.917906046161393,27.694948798762496,5.101407525739722,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,11.959746875309353,6.544756405912575,5.711685002770702,0.0,0.0,37.80526884845675,0.0,0.0,0.0,0.0,6.571759259259259,1.2719444444444448,0.6549999999999999,0.5554629629629628,0.0,9.779166666666667,0.0,0.875,10,0,2,0,1,1,0,0,0,0,1,0,2,0,2,1,1,0,0,0,0,1,1.9733597426635163,1,1.7224,44.11500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580445,CCC1=NN(CC1)C(C)C,140.22604,-8.3840998477555,<rdkit.Chem.rdchem.Mol object at 0x1333fb140>,4.456018518518518,4.456018518518518,0.5731944444444441,0.5731944444444441,0.5713813074989695,18.4,140.23,124.10199999999998,140.131348512,58,0,0.04157234166328971,-0.2942392193663966,0.2942392193663966,0.04157234166328971,1.6,2.3,2.6,15.48029581145329,10.214382950636677,2.1373223872066562,-2.167874412932742,2.105364734605127,-2.2185672274342014,5.847737906092233,0.25743305914891856,2.337249833691781,2.4660214009350283,138.1930175513852,7.560477932315068,7.093097803749185,7.093097803749185,4.736382105218448,4.066947554266324,4.066947554266324,3.0266015989543287,3.0266015989543287,1.903552361549503,1.903552361549503,1.1464126390341498,1.1464126390341498,-0.53,245.41123253763698,7.575596620908132,3.0394269293618237,1.4934548614510688,62.913306851375026,0.0,0.0,0.0,0.0,0.0,0.0,5.008912523954531,0.0,5.101407525739722,0.0,6.923737199690624,20.268296022307258,24.719103860757247,0.0,0.0,5.711685002770702,0.0,5.008912523954531,5.101407525739722,39.654695674071846,6.544756405912575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.30719476178577,0.0,0.0,33.61285484492389,5.101407525739722,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,6.041840829147961,12.965578028838586,12.132506625696712,0.0,0.0,30.881531648766124,0.0,0.0,0.0,0.0,6.621527777777777,1.355277777777778,0.0,0.5731944444444441,2.289583333333333,7.660416666666666,0.0,0.875,10,0,2,0,1,1,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,2.3025472375570613,1,1.8665,44.185000000000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522603,CC(C(=O)NN)S,120.17342,-9.1890126175345,<rdkit.Chem.rdchem.Mol object at 0x1333fb1b0>,10.199074074074074,10.199074074074074,0.2608024691358024,-0.3148148148148153,0.18529405735929014,13.0,120.177,112.113,120.035733876,42,0,0.24593556393370392,-0.2933214814463378,0.2933214814463378,0.24593556393370392,2.0,2.4285714285714284,2.4285714285714284,32.11699506259959,10.457948285668873,2.015351127725891,-1.9731370245074742,1.876512127523984,-2.3463390001824074,7.813391845363268,-0.1198276300647923,1.6457113704075785,3.3530759537985286,73.33515884998701,5.8618073195657985,4.010162424343073,4.904589615342989,3.180739212552621,1.8670235733583445,2.383421352852667,1.1845618066240913,1.959158475865575,0.52170194603364,0.7562106462461666,0.12060113295832986,0.1951367322083229,-0.22000000000000008,27.977093296928835,6.78,2.872924704797209,2.4720415224913497,47.64561292092399,0.0,0.0,0.0,5.907179729351506,0.0,0.0,10.220328581182207,5.842670270266239,12.628789148012991,0.0,0.0,6.923737199690624,0.0,5.249938029982174,4.794537184071822,18.535968877364496,0.0,5.425791397110385,5.842670270266239,12.1736752296728,0.0,0.0,0.0,0.0,11.268461667376624,0.0,0.0,12.628789148012991,11.15711775933368,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,55.120000000000005,0.0,4.794537184071822,0.0,11.15711775933368,0.0,0.0,0.0,6.923737199690624,5.425791397110385,12.628789148012991,5.842670270266239,0.0,3.7810030864197532,10.199074074074074,-0.3148148148148153,1.9490740740740742,4.463734567901235,0.0,0.0,1.6441512345679012,0.0,0.6666666666666666,7,3,3,0,0,0,1,0,0,0,1,0,3,3,4,0,1,0,0,0,0,1,2.7826327855035826,0,-0.7053999999999999,30.7781,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580470,CCC1C=NN(C1)C(C)C,140.22604,-8.570769949198501,<rdkit.Chem.rdchem.Mol object at 0x1333fb220>,4.295787037037037,4.295787037037037,0.5627777777777776,0.5627777777777776,0.5699577385613955,24.8,140.23,124.10199999999998,140.131348512,58,0,0.04411094675761902,-0.29422404130239826,0.29422404130239826,0.04411094675761902,1.7,2.4,2.7,15.477068862898985,10.10700410499093,2.165081931974584,-2.1870492001314457,2.1254322311818354,-2.2472916488375354,5.619236982312767,0.23859668879028828,2.337249833691781,2.37448087852573,129.21928094887363,7.560477932315068,7.040691560941888,7.040691560941888,4.736382105218448,4.044262779338019,4.044262779338019,3.148657028616912,3.148657028616912,1.967834990084533,1.967834990084533,1.09312196275832,1.09312196275832,-0.53,245.41123253763698,7.575596620908132,3.0394269293618237,1.4934548614510688,62.913306851375026,0.0,0.0,0.0,0.0,0.0,0.0,5.008912523954531,0.0,5.101407525739722,0.0,6.923737199690624,20.268296022307258,24.719103860757247,0.0,0.0,6.2146005795353165,0.0,5.008912523954531,11.019313571901115,33.23387405114585,6.544756405912575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.810110338550384,0.0,5.917906046161393,27.19203322199788,5.101407525739722,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,11.959746875309353,6.544756405912575,6.4208216229260096,0.0,0.0,37.09613222830144,0.0,0.0,0.0,0.0,6.442777777777778,0.0,0.6966666666666665,0.5627777777777776,3.2844444444444445,7.68,0.0,0.875,10,0,2,0,1,1,0,0,0,0,1,0,2,0,2,1,2,0,0,0,0,1,2.3025472375570613,1,1.7224000000000002,44.115000000000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580619,CC=NN1CCCCC1,126.19946,-8.362330739715501,<rdkit.Chem.rdchem.Mol object at 0x1333fb290>,4.191944444444444,4.191944444444444,1.1570833333333335,1.1570833333333335,0.4857675998641157,21.22222222222222,126.203,112.09099999999998,126.11569844799999,52,0,0.03596616115791626,-0.2973889895800382,0.2973889895800382,0.03596616115791626,1.2222222222222223,1.8888888888888888,2.4444444444444446,15.442929667819907,10.158638527678711,2.042744626382417,-2.223336089642155,2.0704034406079166,-2.236993415314833,5.521586568147675,0.2401400362554252,1.9100860088599134,2.2279091285635926,93.089273230246,6.52709773749546,6.007311366122279,6.007311366122279,4.431851652578137,3.668004690970463,3.668004690970463,2.387992221089463,2.387992221089463,1.6112249020571459,1.6112249020571459,1.1559844159323638,1.1559844159323638,-0.53,145.16653667335342,6.588063754427392,3.4868174048208713,2.0389280055171963,56.548364736978435,0.0,0.0,0.0,0.0,0.0,0.0,5.008912523954531,0.0,5.101407525739722,0.0,0.0,26.186202068468653,19.304113391360467,0.0,0.0,6.2146005795353165,0.0,5.008912523954531,5.101407525739722,26.186202068468653,13.08951281182515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.313025915315,0.0,0.0,26.186202068468653,5.101407525739722,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,13.08951281182515,19.26246486877803,0.0,13.13833777922594,10.110320049694252,0.0,0.0,0.0,0.0,6.334305555555556,0.0,0.0,0.0,5.884657029478458,4.281037414965986,0.0,0.8571428571428571,9,0,2,0,1,1,0,0,0,0,0,0,2,0,2,1,1,0,1,1,0,0,2.5523750403341072,1,1.478,39.59000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580718,CC=CC=NN(CC)CC,140.22604,-8.031440297507501,<rdkit.Chem.rdchem.Mol object at 0x1333fb300>,4.171944444444445,4.171944444444445,0.9767403628117914,0.9767403628117914,0.42984716063410905,11.5,140.23000000000002,124.10199999999998,140.131348512,58,0,0.046670227029364846,-0.29762238573392436,0.29762238573392436,0.046670227029364846,1.3,1.9,2.3,15.436341708426625,10.55493889781666,1.8630426403243079,-2.1154203240645812,1.8457410265360232,-2.148955457629366,5.6991687183506246,0.32334748971068417,1.9850048456335114,3.603477232274131,112.42599881712917,7.819990956308912,7.040691560941887,7.040691560941887,4.846065214951232,3.7488849200102248,3.7488849200102248,1.9292297176593938,1.9292297176593938,1.238538677139051,1.238538677139051,0.6057433326220927,0.6057433326220927,-0.79,166.74040703321495,9.210000000000003,6.331802679658953,4.125077866183215,63.22953497272,0.0,0.0,0.0,0.0,0.0,0.0,5.008912523954531,0.0,5.101407525739722,0.0,6.076020106833881,26.847231705905752,19.304113391360467,0.0,0.0,6.2146005795353165,0.0,5.008912523954531,5.101407525739722,20.771211599071872,13.08951281182515,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,24.313025915315,0.0,0.0,20.771211599071872,17.253447739407484,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,13.08951281182515,0.0,0.0,30.299290516848234,18.948881925120972,0.0,0.0,0.0,0.0,6.171944444444445,0.0,0.0,0.0,5.706666666666667,8.12138888888889,0.0,0.625,10,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,5.831590267965898,0,1.8901000000000001,46.227000000000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639167,Cn1nnn2c1=CCC2,124.14382,-8.593083284939501,<rdkit.Chem.rdchem.Mol object at 0x1333fb370>,3.894675925925926,3.894675925925926,0.9892592592592593,0.9892592592592593,0.47708079555709854,23.0,124.14699999999999,116.08299999999998,124.07489625599999,48,0,0.14412404313921592,-0.2313531422956776,0.2313531422956776,0.14412404313921592,1.5555555555555556,2.4444444444444446,3.2222222222222223,15.784141731502462,10.463220311806337,2.2224342805158956,-2.0812507861749308,2.229525467286477,-2.1441639170748474,5.048316519183571,0.36140847744042615,2.35255790957995,2.2928523839585857,183.39701629525194,6.267584713501616,5.280418213562552,5.280418213562552,4.377010097711745,3.00757838207543,3.00757838207543,2.176632442519575,2.176632442519575,1.5459555771320623,1.5459555771320623,1.0796703355672288,1.0796703355672288,-1.06,228.19811722925516,4.784806790484913,1.4623920173718192,0.5262213820625916,53.40447137153904,0.0,5.8209740960423995,0.0,0.0,0.0,0.0,0.0,10.017825047909062,0.0,0.0,0.0,22.943347567226795,13.592428388589765,0.0,0.0,0.0,0.0,10.017825047909062,10.446505837466903,6.4208216229260096,13.592428388589765,11.89699420287628,0.0,0.0,0.0,0.0,0.0,0.0,23.610253436498827,0.0,0.0,6.4208216229260096,22.343500040343184,0.0,0.0,0.0,31.200000000000003,0.0,0.0,0.0,0.0,0.0,18.786552124880984,0.0,5.008912523954531,12.05658450663172,16.522525944300785,0.0,0.0,0.0,0.0,11.418796296296296,0.0,1.1203703703703705,0.0,3.234814814814815,0.9892592592592593,1.9034259259259259,0.6,9,0,4,0,2,2,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0.7774736950079568,2,0.7611,32.02499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534700,NN=C1CCCCC1,112.17288,-8.837985750389501,<rdkit.Chem.rdchem.Mol object at 0x1333fb3e0>,5.0912037037037035,5.0912037037037035,1.1354166666666667,1.1354166666666667,0.3716357911611533,20.75,112.176,100.07999999999998,112.10004838399999,46,0,0.03754815618879294,-0.32334578278430254,0.32334578278430254,0.03754815618879294,1.125,1.75,2.125,15.119219197992825,9.988467699537281,2.040267236026176,-2.0911209636971106,2.129857878620883,-2.060028706409498,5.841133581711385,0.6639322612923995,1.9034911933164034,2.3318756492984862,88.70165766734146,5.819990956308912,5.060097770622322,5.060097770622322,3.931851652578137,3.1889124686836876,3.1889124686836876,2.2559873826702392,2.2559873826702392,1.6132877647715815,1.6132877647715815,1.0889900231786362,1.0889900231786362,-0.53,91.36757727918736,5.603868808567603,2.6984359410043637,1.218715724306959,49.76347964939117,5.842670270266239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101407525739722,0.0,6.4208216229260096,25.683286491704038,5.711685002770702,0.0,0.0,5.711685002770702,0.0,0.0,10.94407779600596,32.10410811463005,0.0,0.0,0.0,0.0,5.842670270266239,0.0,0.0,0.0,5.711685002770702,0.0,0.0,32.10410811463005,5.101407525739722,0.0,0.0,0.0,38.379999999999995,0.0,0.0,0.0,0.0,0.0,12.841643245852019,24.97414987154873,0.0,0.0,5.101407525739722,5.842670270266239,0.0,0.0,0.0,3.6641666666666666,1.2048611111111112,5.0912037037037035,0.0,6.206435185185185,0.0,0.0,0.8333333333333334,8,2,2,1,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,1,0,0,1.8902101252140153,1,1.2652,34.7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534822,NN1C2C1CCCCCC2,140.22604,-8.4200188760215,<rdkit.Chem.rdchem.Mol object at 0x1333fb450>,5.743981481481482,5.743981481481482,0.7641666666666664,0.7641666666666664,0.40527673847259493,47.1,140.23000000000002,124.10199999999998,140.131348512,58,0,0.041410686929359924,-0.268160412916032,0.268160412916032,0.041410686929359924,0.9,1.4,1.9,15.553004997504427,10.011999999999997,2.4368603779262963,-2.0255190242546006,2.339565816139878,-2.10239133244309,4.979650805825545,0.4884694377930408,2.3852696662304163,1.8619810376244554,110.42599881712917,6.974691494688164,6.421905090188121,6.421905090188121,4.8938468501173515,4.424426583502543,4.424426583502543,3.573472716523792,3.573472716523792,2.8701065039094606,2.8701065039094606,2.099878692290173,2.099878692290173,-0.08,372.10206793194493,6.619056743012787,2.5134923703900696,1.0594857170952354,62.35204390899841,0.0,0.0,0.0,0.0,0.0,0.0,5.842670270266239,5.008912523954531,0.0,0.0,25.683286491704038,12.841643245852019,12.083681658295921,0.0,0.0,0.0,0.0,5.008912523954531,5.842670270266239,50.60861139585198,0.0,0.0,0.0,0.0,5.842670270266239,0.0,0.0,0.0,17.09259418225045,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,29.03,0.0,0.0,0.0,0.0,0.0,12.083681658295921,38.524929737556064,0.0,5.008912523954531,0.0,5.842670270266239,0.0,0.0,0.0,2.0469444444444447,0.0,5.743981481481482,1.5283333333333329,8.347407407407408,0.0,0.0,1.0,10,2,2,1,1,2,0,0,0,0,2,0,2,1,2,1,0,1,1,2,0,2,1.6636948622741585,2,1.2670999999999994,41.304400000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580943,CC(=CC=NN(C)C)C,126.19946,-8.094842824674,<rdkit.Chem.rdchem.Mol object at 0x1333fb4c0>,3.996666666666667,3.996666666666667,1.2644444444444447,1.2644444444444447,0.4041603093986371,9.777777777777779,126.203,112.09099999999998,126.11569844799999,52,0,0.04690916008758999,-0.3031783812844422,0.3031783812844422,0.04690916008758999,1.3333333333333333,1.8888888888888888,2.2222222222222223,15.406384482650433,10.332748382750777,1.7274248902944938,-1.9928111610156745,1.8390402025477512,-2.0008403752932913,5.7096146636244995,0.4404354001761609,1.6286737757853125,3.6021433257828006,118.87784055857759,7.276020881938894,6.549127729379167,6.549127729379167,4.125897657686229,2.9746345486752235,2.9746345486752235,2.3557717836941614,2.3557717836941614,0.7054757069258435,0.7054757069258435,0.3157378651666527,0.3157378651666527,-0.79,65.1469510314125,8.210000000000003,4.125077866183215,7.2100000000000035,56.86459285832339,5.008912523954531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101407525739722,0.0,5.5731045300692665,19.92349450621513,20.309944544889696,0.0,0.0,6.2146005795353165,0.0,5.008912523954531,5.101407525739722,13.847474399381248,14.09534396535438,11.649124636903148,0.0,0.0,0.0,0.0,0.0,0.0,25.318857068844228,0.0,0.0,13.847474399381248,16.75053216264287,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,5.5731045300692665,11.223513103489847,34.01883847156951,5.101407525739722,0.0,0.0,0.0,0.0,5.760000000000001,1.2644444444444447,0.0,0.0,3.7592592592592595,4.086666666666667,3.7962962962962963,0.5714285714285714,9,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,3.7629876979293564,0,1.5,41.610000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
